1.000000 10.000000 100.000000 0.000000 0.000000 1.000000 50.000000 h
3.691031 200.000000
1.000000	3.000000
0.994977	2.984932
0.989955	2.969864
0.984932	2.954796
0.979909	2.939728
0.974887	2.924660
0.969864	2.909592
0.964841	2.894524
0.959819	2.879456
0.954796	2.864388
0.949773	2.849320
0.944751	2.834252
0.939728	2.819184
0.934705	2.804116
0.929683	2.789048
0.924660	2.773980
0.919637	2.758912
0.914615	2.743844
0.909592	2.728776
0.904569	2.713708
0.899547	2.698640
0.894524	2.683572
0.889501	2.668504
0.884479	2.653436
0.879456	2.638368
0.874433	2.623300
0.869411	2.608232
0.864388	2.593164
0.859365	2.578096
0.854343	2.563028
0.849320	2.547960
0.844297	2.532892
0.839274	2.517823
0.834252	2.502755
0.829229	2.487687
0.824206	2.472619
0.819184	2.457551
0.814161	2.442483
0.809138	3.236554
0.804116	3.216463
0.799093	3.196372
0.794070	3.176282
0.789048	3.156191
0.784025	3.136100
0.779002	3.116010
0.773980	3.095919
0.768957	3.075828
0.763934	3.055738
0.758912	3.035647
0.753889	3.015556
0.748866	2.995466
0.743844	2.975375
0.738821	2.955284
0.733798	2.935194
0.728776	2.915103
0.723753	2.895012
0.718730	2.874921
0.713708	2.854831
0.708685	2.834740
0.703662	2.814649
0.698640	2.794559
0.693617	2.774468
0.688594	2.754377
0.683572	2.734287
0.678549	2.714196
0.673526	2.694105
0.668504	3.342518
0.663481	3.317405
0.658458	3.292292
0.653436	3.267178
0.648413	3.242065
0.643390	3.216951
0.638368	3.191838
0.633345	3.166725
0.628322	3.141611
0.623300	3.116498
0.618277	3.091385
0.613254	3.066271
0.608232	3.041158
0.603209	3.016045
0.598186	2.990931
0.593164	2.965818
0.588141	2.940704
0.583118	2.915591
0.578096	2.890478
0.573073	2.865364
0.568050	3.408301
0.563028	3.378165
0.558005	3.348029
0.552982	3.317893
0.547960	3.287757
0.542937	3.257621
0.537914	3.227485
0.532892	3.197349
0.527869	3.167213
0.522846	3.137077
0.517823	3.106941
0.512801	3.076805
0.507778	3.046669
0.502755	3.016533
0.497733	2.986397
0.492710	3.448971
0.487687	3.413812
0.482665	3.378654
0.477642	3.343495
0.472619	3.308336
0.467597	3.273177
0.462574	3.238019
0.457551	3.202860
0.452529	3.167701
0.447506	3.132543
0.442483	3.097384
0.437461	3.062225
0.432438	3.459505
0.427415	3.419323
0.422393	3.379142
0.417370	3.338960
0.412347	3.298779
0.407325	3.258598
0.402302	3.218416
0.397279	3.178235
0.392257	3.138054
0.387234	3.485106
0.382211	3.439902
0.377189	3.394698
0.372166	3.349494
0.367143	3.304290
0.362121	3.259086
0.357098	3.213882
0.352075	3.520753
0.347053	3.470526
0.342030	3.420300
0.337007	3.370073
0.331985	3.319846
0.326962	3.269620
0.321939	3.541332
0.316917	3.486083
0.311894	3.430833
0.306871	3.375584
0.301849	3.320335
0.296826	3.265085
0.291803	3.501639
0.286781	3.441367
0.281758	3.381095
0.276735	3.320823
0.271713	3.532263
0.266690	3.466969
0.261667	3.401674
0.256645	3.336379
0.251622	3.522706
0.246599	3.452389
0.241577	3.382071
0.236554	3.548308
0.231531	3.472968
0.226509	3.397628
0.221486	3.543774
0.216463	3.463411
0.211441	3.594489
0.206418	3.509103
0.201395	3.423718
0.196372	3.534705
0.191350	3.444297
0.186327	3.540216
0.181304	3.444785
0.176282	3.525636
0.171259	3.596442
0.166236	3.490966
0.161214	3.546703
0.156191	3.592396
0.151168	3.476874
0.146146	3.507498
0.141123	3.528077
0.136100	3.538611
0.131078	3.539099
0.126055	3.529542
0.121032	3.630972
0.116010	3.596302
0.110987	3.551586
0.105964	3.602789
0.100942	3.633902
0.095919	3.644924
0.090896	3.635855
0.085874	3.606696
0.080851	3.638296
0.075828	3.639761
0.070806	3.611090
0.065783	3.618066
0.060760	3.645621
0.055738	3.622949
0.050715	3.651480
0.045692	3.655386
0.040670	3.660269
0.035647	3.671639
0.030624	3.674918
0.025602	3.661035
0.020579	3.663056
0.015556	3.671286
0.010534	3.676235
0.005511	3.686828
0.000488	3.690430
